codigoine;despesacorrente;despesacompessoal;despesaaquisicaobens;jurosencargos;transferenciascorrentes;terrenoshabitacoes;edificios;infraestruturasbasicas;acessibilidades;outrosinvestimentosbensdecapital;transferenciasoutrasdespesascapital;receitastotais;despesatotal
1503;13434403.6;6769148.89;4308044.07;74959.07;2282251.57;6308.29;126436.25;133933.98;1085959.41;278999.3;1441662.14;17626166.73;16507702.97
902;2037487.05;622244.17;894945.27;36090.01;484207.6;11552.42;185083.89;83626.47;124616.23;415111.33;262600.11;2952453.69;3120077.5
1403;2662668.14;1227697.54;1121093.04;38011.91;275865.65;0;1012323.93;40078.62;666718.56;103144.87;87232.27;4228419.86;4572166.39
202;1690111.14;928541.85;533472.63;22652.82;205443.84;1670;3254.4;0;353308.38;95214.11;178071.89;2713168.78;2321629.92
1404;1043426.69;683554.49;303701.01;26873.71;29297.48;0;66817.37;4770.96;17766;46877.99;184011.48;1327749.54;1363670.49
1201;1022558.64;597765.5;362472.98;514.64;61805.52;34101.32;2899.61;7002.2;201812.9;49626.54;14207.27;1303430.45;1332208.48
1002;974631.13;413445.64;482976.65;5220.09;72988.75;121203.6;130955.2;184200.99;361275.01;189318.49;135445.44;1768945.94;2097029.86
203;657870.91;444363.83;138284.63;6052.07;69170.38;0;5864.47;5295.14;1741.59;184867.85;89980.98;1032742.61;945620.94
1115;12805388.52;6148445.35;4028997.7;32408.13;2595537.34;656380;576873.19;620864.54;15107.16;289910.17;410834.36;10142883.89;15375357.94
1301;4001108.83;2056799.47;1427053.01;34261.29;482995.06;0;101357.96;536827.45;383336.86;914144.27;657122.1;6965563.13;6593897.47
301;1756436.07;929365.01;578649.94;67694.88;180726.24;0;278632.71;102334.69;345874.77;49597.47;438879.28;3014122.59;2971754.99
103;1814053.07;905676.59;674465.89;29875.29;204035.3;158560;193712.88;20173.53;284701.15;100613.02;244882.37;3961012.95;2816696.02
4301;1836590.33;901023.45;505597.98;28081.07;401887.83;34072.79;225334.94;98085.43;818088.88;132814.97;850936.73;4557668.63;3995924.07
1003;1120860.82;544308.92;437062.63;54466.39;85022.88;80250;270396.42;3569.52;221775.43;123981.96;295015.55;2114751.74;2115849.7
1601;2117570.28;1098748.26;689059.39;34123.87;295638.76;321586.69;286580.52;250264.96;264903.6;122811.38;626786.86;4980004.61;3990504.29
601;1449904.63;893179.57;369681.76;12434.5;174608.8;0;53544.37;4804.66;296935.91;52897.57;176433;2178741.67;2034520.14
1801;1322597.66;730063.4;511993.52;46091.8;34448.94;10000;92293.23;31240.46;374296.73;70887.98;233947.78;2193444.13;2135263.84
104;2132915.57;765733.9;1262852.3;5320.36;99009.01;6378;934468.04;116760.81;233789.97;121500.31;168977.18;3829282.14;3714789.88
702;1558563.67;702777.02;669334.09;24061.68;162390.88;0;259618.9;204244.08;0;96159.85;250398.55;2375146.14;2368985.05
1202;798907.64;445281.8;259536.01;5070.64;89019.19;0;177320.28;9460.26;1848.38;473998.49;82290.65;1622776.17;1543825.7
1102;2176863.24;849165.88;1042354.18;28156.12;257187.06;10000;137288.33;31139.34;126630.03;163076.46;208456.73;2865102.43;2853454.13
105;4470028.4;2603754.08;478420.62;241135.62;1146718.08;179565.23;6268.9;47350.96;48181.06;257310.75;883008.54;6016772.08;5891713.84
1203;1495668.31;865671.85;379905.26;24090.45;226000.75;0;29380.92;2897.48;93917.49;145192.08;679875.04;2454111.88;2446931.32
1103;2374739.85;1422326.33;551018.76;166687.32;234707.44;0;14640;0;45468.5;85260.31;1645229.43;3750938.5;4165338.09
1302;2103714.57;1171683.18;780294.6;10999.34;140737.45;381500;0;55198.25;99996.78;376627.75;289953.3;3606705.39;3306990.65
302;8446844.63;2936454.52;3354845.51;4186.26;2151358.34;244814.43;490172.61;125657.68;1964159.6;812077.13;1894281.77;15519931.7;13978007.85
204;801028.85;461693.87;119310.15;15657.97;204366.86;231.74;304.22;0;3969.81;48256.36;267175.46;1159700.52;1120966.44
1504;6399773.35;3602167.25;1488426.24;86349;1222830.86;24570.65;472080.82;330556.97;320335.58;215842.69;1467513.57;8685547.33;9230673.63
1004;1258725.95;470087.92;538687.5;1903.11;248047.42;70247.5;7800;58227.5;198285.89;252569.21;131152.17;1925603.28;1977008.22
205;3030887.67;1911297.88;939168.52;36699.36;143721.91;1750.96;1070765.12;711.58;48077.48;159181.35;566375.39;5289326.49;4877749.55
501;840347.6;260836.74;439011.77;7324.85;133174.24;0;48652.21;0;194647.26;247375.04;28824.96;1465733.73;1359847.07
1405;3597999.25;1609233.4;1426575.24;13080.94;549109.67;38220;0;106757.78;372708.34;14264.16;188140.26;3350553.47;4318089.79
1005;1169005.07;890290.3;182056.96;24211.09;72446.72;0;7344.97;810;30283.99;14101.79;255811.6;1548795.49;1477357.42
703;1337810.77;807446.23;420403.1;55898.27;54063.17;0;30770.69;16636.59;6025.69;53539.91;401817.36;1857247.33;1846601.01
1702;1095316.51;620437.86;389458.05;15552.7;69867.9;13000;16384.13;28548.85;221322.78;50759.62;246858.65;2026158.6;1672190.54
303;9895049.99;5804633.45;1665481.43;452439.02;1972496.09;0;134234.34;56916.75;269614.06;3777482.05;6466190.39;21720802;20599487.58
402;5145636.57;1532102.7;3155419.14;68826.07;389288.66;258015.32;128155.06;13796;590943.41;1324704.89;733939.67;8273265.79;8195190.92
304;1756726.83;1005449.97;427739.33;23768.99;299768.54;0;1641673.04;129508.48;667377.17;200277.47;467301.2;5057294.17;4862864.19
1104;1522979.7;864378.85;502179.36;6574.15;149847.34;0;74157.93;54734.8;59009.94;126774.81;75127.23;2016757.1;1912784.41
1006;3045403.61;1132773.22;1095219.15;14162.31;803248.93;0;2340574.91;618;1441816.27;116772.04;325764.73;7230272.35;7270949.56
3101;1271603.23;485974.83;366613.14;39822.66;379192.6;149303.55;4638.38;15041.89;157269.89;49639.83;225038.57;1936128.32;1872535.34
4501;716761.36;424223.12;188785.73;84365.69;19386.82;0;0;8421.43;51209.56;30247.11;66355.96;1242228.66;872995.42
3102;1854484.89;944421.71;820418.6;45450.65;44193.93;84583.45;9466.56;23867.63;725004.96;86938.63;303048.14;4583166.03;3087394.26
1602;2036001.69;1015959.19;862383.57;11845.92;145813.01;0;13313.52;496775.22;146609.61;58977.6;156777.2;2650658.27;2908454.84
1204;1582718.05;1016275.99;441448.97;7601.21;117391.88;53763.5;24434.68;20550.97;89865.41;56047.59;56066.81;1918239.42;1883447.01
602;2273971.26;1339425.48;467984.3;38749.92;427811.56;0;201384.54;0;260378.12;89929.23;415788.73;3384138.2;3241451.88
403;1233343.44;649090.48;351651.84;63364.56;169236.56;13043.25;85894.6;0;19664.3;1730.79;422114.2;2106409.06;1775790.58
1802;1089569.19;494994.28;436641.1;19388.4;138545.41;25739.02;92192;1411.2;28483.37;20025.46;292230.58;1548137.09;1549650.82
1406;2756683.08;1645669.5;788633.02;112441.56;209939;20138.86;24978.82;11127.85;25711.72;73920.25;1036841.22;3841035.69;3949401.8
1105;23590130.63;7605216.39;12322935.23;146364.62;3515614.39;281171.06;432722.59;1420218.24;2285864.2;1615033.31;3644867.73;34291522.31;33270007.76
1007;544323.37;326027.1;167584.91;27289.51;23421.85;5000;232669.2;2868.48;91028.92;104079.81;28270.12;1045069.75;1008239.9
502;3717973.18;1640560.83;1318854.58;721.12;757836.65;1035541.36;912317.77;57467.67;414517.27;241708.71;529569.26;7449100.92;6909095.22
106;1648735.77;693457.53;769145.39;59895.01;126237.84;25000;302311.75;9296.82;25977.17;58184.75;313847.92;2130620.74;2383354.18
1205;1019682;653975.65;300060.68;5621.97;60023.7;29736.88;95798.39;46229.56;31703.19;74595.44;64044.43;1274144.77;1361789.89
1803;1815880.65;909477.04;735497.45;14959.78;155946.38;682;205471.15;263491.27;526392.07;97868.78;322600.45;3207257.24;3232386.37
804;1974345.26;656345.38;940649.05;3349.9;374000.93;77934.02;13312.08;829163.06;436377.31;444753.83;30502.99;3565579.11;3806388.55
206;1775193.03;948779.56;504771.29;20150.11;301492.07;0;135332.23;122249.66;29147.44;152507.53;207978.56;1939245.61;2422408.45
903;2045571.2;1065905.8;617275.25;52608;309782.15;8845.54;21626.42;30003.11;58524.93;90575.17;43625.32;6478216.54;2298771.69
305;1909997.78;1057888.17;530502.86;96606.19;225000.56;324345.31;875964.62;138053.6;53354.25;37145.07;443695.12;3778836.5;3782555.75
1407;1627560.02;824909.79;465689.2;17734.22;319226.81;50805.56;56909.55;98088.23;273067.53;329295.34;1035087.38;3408761.99;3470813.61
1703;3983281.37;2180411.6;1260194.77;66364.19;476310.81;18913.83;909698.67;231188.4;1001706.55;408987.61;699890.76;9360355.95;7253667.19
1804;1978713.97;1035829.21;794044.39;134.3;148706.07;123884.38;185990.15;271974.07;139060.76;204544.47;269500.86;3872238.77;3173668.66
603;12742929.68;6290351.72;3848604.3;313104.62;2290869.04;604229.55;392631.45;208697.91;1922888.02;239326.65;2240981.24;18533737.17;18351684.5
604;1589476.85;808544.12;621021.55;11128.47;148782.71;25000;354317.51;9525.62;480041.44;264955.85;200925.12;3096461.41;2924242.39
1408;956599.94;458730.64;390125.74;17687;90056.56;36100.24;229433.13;30149.42;19294.28;86495.4;127030.13;1699868.08;1485102.54
1409;2820364.88;1421426.82;1077441.29;14556.15;306940.62;63071.57;37979.77;7560.18;338432.97;453817.2;191132.72;3589852.72;3912359.29
4901;244254.38;140435.75;89239.86;4428.77;10150;0;0;1566.57;59638.65;50079.64;32086.3;468198.29;387625.54
503;3841410.43;1542011.81;1442589.46;252959.69;603849.47;167802.53;235441.24;9116.18;1055894.14;396369.11;1118591.95;5315784.23;6824625.58
1206;1095885.92;486126.74;419500.23;23301.13;166957.82;0;2293.59;3027.02;63512.86;122347.57;162960.07;1415004.28;1450027.03
207;964302.85;557415.93;257561.71;10431.78;138893.43;0;4206.92;9170.03;6109.02;26869.27;133083.15;1210620.82;1143741.24
1207;3432963.02;1326368.1;1506074.9;267144.43;333375.59;73130.42;38543.98;345.43;278067.95;48200.91;222213.07;4629980.6;4093464.78
1410;1899546.15;1016298.54;789150.92;56209.45;37887.24;14946.42;53415.58;284747.19;427555.25;188628.62;242881.83;2893609.76;3111721.04
107;4275047.22;2428266.81;1237639.38;32853.49;576287.54;24900;279724.54;65930;26902.23;107262.58;418783.93;5371206.46;5198550.5
306;2160862.24;959689.01;802348.97;24288.64;374535.62;0;49917.08;0;27841.27;96116.83;302077.38;3323238.37;2636814.8
108;2477642.33;1166593.62;987798.34;35514.06;287736.31;393146.68;920821.06;362867.7;226467.23;116117.35;282472.09;3859221.74;4779534.44
704;2086950.59;1087250.34;724183.45;53380.28;222136.52;5440;81514.87;171838.82;671514.44;159607.25;148798.6;3696258.78;3325664.57
705;7067882.49;4809717.4;1414847.02;242358.13;600959.94;1601.05;29970.36;853.6;24469.63;156298.14;1887013.75;8525125.92;9168089.02
307;4611259.65;1840734.07;1431411.39;85334.5;1253779.69;0;6000;110564.52;275183.66;101619.28;1171043.89;6450757.94;6275671
805;4444653.15;3475980.26;444833.27;170463.56;353376.06;0;12850.8;58680.44;77049.06;146160.36;428854.3;5190899.39;5168248.11
1303;5047823.59;2660174.91;1850415.55;14640.79;522592.34;416314.92;2291136.36;149657.24;297574.92;330017.6;137268.82;10192956.72;8669793.45
208;2032358.77;1071600.83;521282.9;34088.62;405386.42;40000;71403;99436.68;1992;46138.34;330051.49;2662094.4;2621380.28
1411;1223809.14;528397.89;540858.68;13024.16;141528.41;50000;87134.86;2021.44;297285.14;94635.23;119251.77;2043324.44;1874137.58
605;3372639.69;2239378.14;586622.4;98123.44;448515.71;0;30974.76;0;10210.47;153475.54;707888.88;4700450.63;4275189.34
904;1300151.12;483437.79;376692.67;12372.84;427647.82;606;4500;41093.89;197470.58;126355.66;225818.91;1955838.36;1895996.16
1008;1154501.62;736791.79;317693.93;37219.72;62796.18;0;22934.22;12028.22;51416.83;49889.73;569287.94;1891430.47;1860058.56
905;900284.91;429459.75;286486.99;133276.34;51061.83;0;11638.73;27987.86;7569.52;64575.58;254806.88;1313413.21;1266863.48
404;1313336.95;668110.44;465462.66;87430.19;92333.66;64899.8;302970.53;2378.53;88522;110684.32;246659.12;2886274.68;2129451.25
1208;829611.09;385214.45;353793.01;13765.46;76838.17;0;25295.04;2715;155354.86;480375.04;85641.5;1426698.48;1578992.53
3103;10533599.52;7218011.97;1882112.27;292130.43;1141344.85;361718.55;388067.75;1021310.43;616057.78;601834.24;1429224.16;15987627.2;14951812.43
504;2477801.51;1302194.62;885231.64;118731.56;171643.69;719.9;206532.11;159352.48;829569.73;341431.15;1401224.26;6635370.64;5416631.14
1209;874883.14;526674.77;208034.23;13008.49;127165.65;7544.82;18833.08;2158.32;32548.34;92984;95122.62;1871481.58;1124074.32
606;1070315.44;620497.88;324788.73;17750.66;107278.17;0;75854.17;17951.04;406903.36;33630.45;122782.43;2200661.07;1727436.89
1412;1003432.71;554739.28;352796.8;11422.89;84473.74;200349;260766.75;42333.04;41261.22;106524.53;40242.41;1685366.04;1694909.66
1304;10340964.55;5376395.01;3564008.27;83979.41;1316581.86;339652.93;446075.91;128272.75;629069.75;1905757.59;1244530.82;14829395.49;15034324.3
906;1468124.46;682397.14;304635.67;43091.2;438000.45;27679.2;8978.72;113853.7;111770.88;256654.46;365217.11;2408164.82;2352278.53
1505;3543795.1;2012421.85;1146400.27;31292.34;353680.64;36448.42;47021.44;20238.76;427335.31;260434.19;152415.41;3345738.86;4487688.63
907;4310646.35;2283079.44;1074286.74;302251.71;651028.46;238980.42;371881.87;7653.89;107193.02;220862.04;2022254.2;7214242.37;7279471.79
308;11408197.17;5477469.65;3862458.55;367845.78;1700423.19;665297.8;109181.94;0;162916.44;957863.63;1817784.06;14690899.79;15121241.04
4701;1119131.94;738710.41;230219.51;21545.79;128656.23;0;0;0;9120;26469.33;216247.88;1876601.85;1370969.15
505;2855814.48;1044088.56;1547938.23;19178.63;244609.06;33073.48;168781.9;4893.6;184621.99;230890.87;269475.43;3746937;3747551.75
110;4089025.78;1640496.82;2041311.76;112360.02;294857.18;128743.1;752437.37;35829.19;155737.61;131648.77;583480.13;4784075.39;5876901.95
806;3159422.84;1747645.72;997397.34;32475.06;381904.72;0;92768.01;69401.94;270895.88;182561.85;281341.63;4139346.37;4056392.15
4201;1287596.06;579951.61;310417.13;26492.36;370734.96;11684.1;12345.45;73140.67;387567.17;158198.95;349665.08;2719771.47;2280197.48
807;5597237.98;2964955.05;1597480.1;78476.58;956326.25;26888.79;674095.49;3369.42;27017.09;236773.82;517496.9;7708131.7;7082879.49
4801;464193.37;228582.62;226663.84;0;8946.91;40.8;628197.99;2850.26;16498.91;58792.88;84186.23;1078706.02;1254760.44
4601;602462.2;322356.3;231653.01;12163.06;36289.83;0;78450.74;19820;19924.92;14276.14;156700.03;1171408.4;891634.03
1805;2496449.53;1036841.63;959409.57;64575.9;435622.43;86287;358672.53;86502.78;127355.13;103365.41;1139798.59;4194184.78;4398430.97
1009;9567476.05;2996692.79;3269597.48;303911.76;2997274.02;23530.91;578147.69;90580.58;208264.36;394198.01;2756688.36;9323775.09;13618885.96
1106;81594242.28;55341702.16;18338600.3;913294.42;7000645.4;2880680.01;1681775.65;1226708.48;617952.01;3219041.63;16072443.39;99854655.34;107292843.5
808;13758874.99;6464518.79;5458324.45;94876.98;1741154.77;36873.2;458632.64;1152331.15;148864.88;963355.2;1381164.82;18706824.61;17900096.88
1107;16232540.19;8899223.85;3518406.7;121168.77;3693740.87;4930.54;446740.33;741746.98;0;337077.54;2126765.52;20565550.37;19889801.1
1108;3577939.14;1301595.25;1723064.25;99693.38;453586.26;0;277634.74;194255.14;270854.86;95225.61;416591.39;4892858.27;4832500.88
607;1819797.52;971916.84;675699.3;29956.63;142224.75;8612.17;129414.65;109518.81;350048.58;222272.73;134671.99;2842962.47;2774336.45
1305;4404451.16;2412020.84;1463236.51;27134.08;502059.73;41431.4;940671.11;331342.45;38482.56;44147.78;454232.03;6379664.13;6254758.49
1413;1656945.05;714375.94;763746.71;9203.8;169618.6;0;35972.52;13051.32;274917.96;79386.68;77317.59;2204987.23;2137591.12
405;2717154.75;1200017.1;996192.51;69013.9;451931.24;77835.19;872182.08;241603.47;218874.37;276830.04;1166604.57;5564629.28;5571084.47
3104;1830323.53;956964.41;685545.76;75270.22;112543.14;31237.64;7579.09;132598.28;194059.21;25931.39;250150.87;2506340.89;2471880.01
4602;870868.06;416016.74;153959.78;11206.25;289685.29;0;106644.43;65995.13;443295.74;34723.78;118841.95;1556452.82;1640369.09
1109;8108274.79;3114989.89;4098849.7;33843.57;860591.63;79188.4;930033.05;46303.26;23879.99;543567.4;258015.15;8391694.14;9989262.04
1306;8889167.81;4381667.84;2937853.57;35156.67;1534489.73;23662;484663.88;104985.96;34749.09;301605.89;710861.17;10674807.98;10549695.8
1806;2371108.32;1198036.58;979868.6;52781.44;140421.7;1615.89;27324.66;79432.18;172481.63;25139.09;293908.32;3185603.1;2971010.09
908;794339.94;331448.67;407872.69;8477.29;46541.29;0;180113.97;0;8250;23484.57;113783.24;1356663.52;1119971.72
1307;4498248.75;1683141.07;1711678.9;151021.61;952407.17;266.28;123731.41;108038.87;22234.06;33007.39;660026.51;4923095;5445553.27
1010;2468016.55;1319234.23;862266.02;20872.01;265644.29;17924.59;15901.73;247849.78;283456.83;81108.86;260084.2;3529779.65;3374342.54
1210;813584.63;443379.02;305075.09;5651.08;59479.44;1705.75;135982.04;30972.23;33913.9;70632.04;20365.18;1111971.35;1107155.77
1308;12083464.17;7359716.27;3242944.45;104856.26;1375947.19;90216;1494640.87;575161.6;423003.97;230331;2315229.08;17659996.12;17212046.69
111;2006500.42;1180292.78;665264.44;7857.15;153086.05;7410.25;103250.07;155415.14;61375.44;16474.66;212573.2;3345320.34;2562999.18
909;1259014.43;705855.01;332428.56;7265.52;213465.34;0;228245.83;69248.67;54127.36;183574.59;12500;1823235.07;1806710.88
1603;1839520.49;981684.19;565508.55;45296.09;247031.66;2186.19;148773.98;240118.26;337276.79;174879.56;330573.83;3105819.88;3073329.1
209;2195973.33;1189069.2;551727.85;38997.82;416178.46;291032.69;87719.61;105751.77;623690.24;116551.82;317202.56;4287754.44;3737922.02
1704;802314.05;455627.22;256110.83;24912.34;65663.66;17499.98;248252.48;20681.82;19821.63;128781.87;142201.25;1637720.4;1379553.08
608;1733776.87;874432.81;746921.71;33811.11;78611.24;21424.09;138752.21;19882.29;66087.03;6040.28;240522.87;2037840.55;2226485.64
609;1060263;659581.13;323417.79;24461.54;52802.54;0;321642.42;220762.74;124849.15;40232.19;162494.87;2177388.64;1930244.37
406;1385420.88;793388.53;476745.48;14296.02;100990.85;85169;39738.99;25391.11;131493.17;12595.84;196327.83;2253832.83;1876136.82
407;3461928.57;1668465.41;1192420.49;83377.28;517665.39;0;27993.29;176278.92;132715.15;108970.36;485943.54;4218661.18;4393829.83
408;1684632.95;673279.21;840682.24;37520.73;133150.77;20587.5;10476.74;62828.22;303124.83;203919.87;350184.48;2900027.39;2635754.59
1807;1114642.23;626099.57;281615.04;36423.96;170503.66;37830.5;111603.54;75066.75;137185.98;39493.46;698135.61;2275952.08;2213958.07
1506;4820925.55;3054937.82;978353.9;40139.9;747493.93;122.18;170422.41;303731.45;149411.15;416992.76;443371.67;6500612.55;6304977.17
1604;2180209.47;1018205.21;779208.79;35617.47;347178;75571.93;357094.68;92728.7;331104.08;73964.77;648262.19;4527696.22;3758935.82
809;1147914.99;783648.86;319995.64;24318.59;19951.9;17530.17;125725.72;74842.62;81920.05;95530.43;476122.72;2123988.85;2019586.7
1705;970775.46;636007.61;249422.28;15966.37;69379.2;216.56;698694.38;0;34025.56;10405.46;111214.83;2136836.58;1825332.25
1211;1035936.46;617060.93;339250.06;15685.19;63940.28;0;11737.47;3960.77;8830.78;27856.25;140469.39;1245718.58;1228791.12
1706;2423247.25;952247.15;957262.96;24989.09;488748.05;9000;228181.57;5644.04;604089.64;93088.91;279882.94;3576801.43;3643134.35
706;3048002.53;1653413.36;953984.34;46233.17;394371.66;9877.18;156536.54;170254.96;116351.9;342550.28;253150.53;4315473.14;4096723.92
610;2930212.25;1088330;1278387.03;398521.24;164973.98;248874.64;627364.37;636457.28;498078.77;59244.21;419386.99;5704594.61;5419618.51
1507;5253540.9;3460175.17;1164520.7;49842.12;579002.91;4184.27;373390.79;191118.32;114168.39;285613.7;1716234.38;7378474.25;7938250.75
707;1079018.99;563107.3;333160.98;9938.6;172812.11;1008.8;34101.11;243547.26;90995.21;73870.69;78794.5;1737116.07;1601336.56
1808;1080985.6;626980.13;317474.16;3913.29;132618.02;462;753983.56;1047.44;707.52;10116.63;156493.38;2270353.37;2003796.13
210;2198604.57;1351743.86;567472.78;67202.98;212184.95;139637.4;17478.27;67226.03;103271.8;156106.24;283375.07;3001871.95;2965699.38
708;1131616.67;721218.47;193403.79;91856.9;125137.51;30000;0;4193.15;4442.4;37585.21;134357.9;1142386.38;1342195.33
1707;1155910.11;612204.86;272225.27;30491.72;240988.26;0;10585.05;101789.69;111752.26;35779.23;327720.14;1518518.65;1743536.48
112;873766.35;434669.74;373992.93;2122.66;62981.02;418737.59;12885.15;0;147746.17;183785.97;16837.81;2245503.12;1653759.04
1011;2595600.55;1374367.64;966345.81;90089.41;164797.69;38650.45;182134.64;168510.52;211475.95;53957.61;345811.23;2803390.43;3596140.95
1809;1650649.29;988994.77;505789.31;18629.05;137236.16;2800;33521.11;14254.05;366581.94;88879.59;65850.04;2177940.3;2222536.02
1212;1905423.25;1103440.68;512069.82;30335.64;259577.11;0;17157.32;14386.39;279804.31;352680.81;753232.66;3408163.77;3322684.74
4202;732303.29;403467.68;237848.62;7857.09;83129.9;0;3459.06;8940.21;489827.6;56534.84;71426.02;1460572.11;1362491.02
1012;2323934.25;1278568.4;586999.08;34125.58;424241.19;150000;265640.49;8065.61;14937.43;342801.47;281096.68;4613164.77;3386475.93
211;4328689.81;2182193.23;1314732.44;31117.52;800646.62;18800.68;56500.83;455010.76;673699.06;183330.87;247701.92;5959710.75;5963733.93
1116;10396260.2;4963862.38;3112099.09;122818.93;2197479.8;42480.72;1100708.18;217041.07;433203.94;127995.58;1630475.72;13018378.33;13948165.41
1110;12201225.11;6865420.38;4358590.53;63648.53;913565.67;1724010.82;138164.04;112592.12;415774.13;465214.2;875139.09;15327649.44;15932119.51
506;1020037.44;446374.05;446685.84;4874.44;122103.11;30753;376.27;0;485584.71;319198.59;120295.27;1964921.7;1976245.28
810;4441748.61;2654252.91;1122223.74;64481.99;600789.97;25371.39;87821.34;102133.72;180182.32;252940.8;411205.53;6306700.93;5501403.71
113;5062027.49;2358893.57;1262779.7;155369.71;1284984.51;0;37324.01;11703.93;16153.92;5996.77;570716.41;6915337.25;5703922.53
1810;1144390.41;631731.54;414705.04;8326.67;89627.16;0;155289.42;14387.6;238081.24;11675.12;101456.66;1847497.95;1665280.45
114;1828306.2;1026063.99;620832.72;65752.99;115656.5;44422;1565749.06;413674.59;345929.13;69839.4;415333.01;4809829.62;4683253.39
611;1848954.13;982750.09;582749.85;8325.43;275128.76;2777.99;2795.96;3238.6;159872.84;112028.69;184670.96;2718635.35;2314339.17
1421;4450039.42;1824656.71;2094001.83;37517.48;493863.4;0;845913.6;111935.5;297329.28;238588.63;367364.47;7429872.58;6311170.9
212;1563209.71;1135857.41;288998.32;58254.23;80099.75;0;102902.2;1500;34244.37;94302.78;428144.8;2203325.78;2224303.86
115;5064406.88;1722135.28;2385097.19;46854.38;910320.03;286915.4;145248.86;138874.16;933108.56;370467.21;1010127.24;7026039.94;7949148.31
1309;4220355.8;1779166.64;1479094.74;330840.44;631253.98;42381.27;1980025.35;911.28;316109.01;183882.19;841002.28;7126304.04;7584667.18
1508;7384062.26;4412944.75;2262024.17;12507.69;696585.65;0;50785.2;52789.05;60010.27;159984.04;310216.91;8210686.16;8017847.73
612;1205177.85;559344.11;513395.22;3893.22;128545.3;0;130747.12;13205.08;68453.45;714090.53;49560.85;2409473.98;2181234.88
1310;6102421.03;3270650.25;1789253.36;88659.79;953857.63;477499.19;795387.6;149085.45;940658.44;276081.38;797020.92;9694929.14;9538154.01
1605;1279214.45;630758.85;516064.79;16869.42;115521.39;0;75480;245155.33;419502.13;99395.67;102569.9;2196345.67;2221317.48
1013;884120.79;424881.82;400677.03;12063.48;46498.46;0;219812.86;0;77070.33;19950.12;74800.62;1472240.87;1275754.72
613;1383219.19;598235.57;640536.11;2239.42;142208.09;0;269053.5;273888.95;136784.46;74087.48;95344.98;2336408.88;2232378.56
1311;4112334.6;2261908.24;1325377.08;52008.72;473040.56;499415.43;1163291.74;232846.73;537134.39;101885.61;613635.62;7585958.49;7260544.12
1811;872182.35;456071.14;297011.44;5709.24;113390.53;5.8;5166.14;21393.13;181047.43;15224.66;162347.57;1686869.56;1257367.08
507;1108590.61;477226.27;415249.14;42375.1;173740.1;5600;210472.1;119359.25;293884.93;151146.17;200937.02;2132064.72;2089990.08
1812;670488.34;333639.52;265646.45;0;71202.37;180000;26086.73;4292.5;94732.93;134400.41;51890.2;1236009.97;1161891.11
614;978731.5;451124.87;309170.45;7031.41;211404.77;0;208878.34;77823.75;116547.74;53074.55;76193.12;1663971.32;1511249
1014;2666080.6;1537880.83;789209.24;23706.42;315284.11;52560.48;42043.19;40504.47;29274.74;168207.29;211003;3490918.03;3209673.77
