codigoine;despesacorrente;despesacompessoal;despesaaquisicaobens;jurosencargos;transferenciascorrentes;terrenoshabitacoes;edificios;infraestruturasbasicas;acessibilidades;outrosinvestimentosbensdecapital;transferenciasoutrasdespesascapital;receitastotais;despesatotal
402;4348823.29;1407505.98;2618753.67;83885.54;238678.1;317333.39;498965.38;55905.41;533986.77;261535.67;447993.42;6975947.97;6464543.33
304;1659969.04;958982.18;404420.22;63520.05;233046.59;397456.43;227170.85;190884.3;305961.1;41283.68;483288.63;3259227.24;3306014.03
1104;1581380.41;767148.81;626108.59;48418.66;139704.35;0;4480.23;2266.85;261842.3;12322.95;80251.01;2008563.23;1942543.75
1006;3566422.64;1127803.93;1824142.84;121043.49;493432.38;0;92457.61;37896.2;275429.01;317101.43;494722.29;4697352.11;4784029.18
3101;1057745.32;447310.69;340298.05;41856.43;228280.15;609;414.24;9721.55;501493.34;52254.52;225652.66;1956754.39;1847890.63
4501;627799.05;382224.92;173107.4;65472.7;6994.03;0;0;12070.58;321662.61;47654.72;31971.54;957231.25;1041158.5
3102;1409686.06;762446.7;448443.74;71369.41;127426.21;13386.85;27669.91;38496.75;198930.59;51609.44;239601.88;2257416.46;1979381.48
1602;2406231.41;1069834.54;1248730.86;30577.62;57088.39;0;106140.45;103176.83;143858.35;158976.16;118347.47;3342096.73;3036730.67
1204;1533278.92;800439.51;536701.66;21260.34;174877.41;12000;333.43;899.65;236136;6978.92;52703.27;1923744.44;1842330.19
602;2345047.5;1099523.57;878860.12;79603.13;287060.68;0;198007.44;4766.89;242113.05;136505.58;755383.16;3232160.08;3681823.62
403;1147304.46;688927.49;324098.76;26465.31;107812.9;11212.5;148212.18;0;503352.79;125688.71;314263.05;2295135.36;2250033.69
1802;1066741.77;464233.08;442842.71;15964.29;143701.69;0;159546.64;2534.6;236420.29;273977.71;136581.07;1645291.69;1875802.08
1406;1997492.26;1216991.37;415588.31;121420.02;243492.56;0;95022.16;3391.88;3837.86;171423.42;214316.26;3139726.08;2485483.84
1105;27208956.34;7138280.99;12874653.57;170026.37;7025995.41;170012.57;941279.57;169521.4;1185152.98;2094386.42;2305373.2;34177920.86;34074682.48
1007;2307850.46;359281.73;1330310.83;225116.07;393141.83;11250;639012.36;169288.49;1874978.88;1136998.16;70346.62;5345504.81;6209724.97
502;4138036.13;1592508.12;1586839.87;12950.25;945737.89;509605.27;2206270.31;60979.83;1067654.01;1471757.13;1213790.02;8724033.8;10668092.7
106;1712424.21;671968.89;728809.15;129442.74;182203.43;0;47821.87;34140.01;131423.7;59204.3;184125.15;1979973.14;2169139.24
1205;997848.76;541543.92;383893.27;7599.39;64812.18;150.23;10568.42;29003.15;485122.59;45792.57;75818.91;1474431.27;1644304.63
1803;1929383.8;933259.41;848724.07;18798.54;128601.78;41099.47;11386.82;243897.52;1055214.93;159218.91;181660.41;4107180.86;3621861.86
804;1523437.43;587930.42;659517.25;3515.73;272474.03;9429.52;9517.32;1193.16;81662.29;69300.44;25555.17;1637615.78;1720095.33
206;1589745.72;854026.6;457771.67;26510.57;251436.88;0;847422.99;9592.7;277053.59;288220.73;158887.23;2696021.96;3170922.96
903;1323647.69;750990.24;283562.76;62214.07;226880.62;0;84974.27;541.86;260615.4;151122.44;443671.85;2417628.67;2264573.51
305;2194447.01;1028379.02;711293.13;188715.6;266059.26;144331.69;857552.53;694.34;451427.56;171639.33;227384.63;4036121.61;4047477.09
1407;1718616.49;718355.81;681306.66;76048.74;242905.28;45710.77;59139.68;293520.08;257934.04;266972.3;340103.36;2987492.13;2981996.72
1703;4097106.3;1836765.62;1811945.07;192918.58;255477.03;29555;864388.91;461681.59;893418.61;525744.47;894918.7;8289881.54;7766813.58
1804;1902746.67;944845.03;835016.66;5340.93;117544.05;0;396512.92;104477.22;289243.38;426267.46;414164.47;3695269.77;3533412.12
603;14419109.89;5981132.45;4860948.2;555397.63;3021631.61;483954.44;240146.97;52079.85;33680.35;2567618.27;4441309.69;19191114.52;22237899.46
604;1845509.84;705929.42;948218.91;50998.87;140362.64;9799.32;53641.79;57172.89;95719.8;235515.41;218842.53;2608786.2;2516201.58
1408;909404.04;458420.56;324842.2;31824.98;94316.3;71910.48;209858.54;46233.65;311879.44;110925.53;134615.11;1960009.75;1794826.79
1409;2524969.74;1358007.18;947169.83;21435.48;198357.25;42238.63;1100096.16;1655.25;85517.4;552997.51;127479.78;4245939.74;4434954.47
4901;191327.7;124367.27;59173.95;6186.48;1600;0;0;29707.2;140006.01;11627.67;32554.21;728263.62;405222.79
503;4438073.47;1363628.93;1737549.44;364962.82;971932.28;174092.29;407739.14;126817.54;957664.74;884975.48;1531024.49;9680207.23;8520387.15
1206;967160.83;453236.68;366982.3;19386.3;127555.55;0;45249.51;15987.46;13860.6;346951.96;63072.05;1625253.11;1452282.41
207;862963.17;452092.06;291187.32;17553.79;102130;1800;31336.95;64173.82;154868.5;35217.89;68985.48;1503480.83;1219345.81
1207;2823706.72;1165724.2;1340334.66;0;317647.86;371731.64;254729.24;1124.22;524907.66;667209.62;18500;5548185;4661909.1
1410;2072219.33;1120530.88;800217.14;82451.75;69019.56;0;23152.07;616475.06;207005.43;298306.79;151371.87;3108492.8;3368530.55
107;3769036.48;2089474.78;1191026.32;28301.98;460233.4;16756.57;89272.93;52499.84;246606.01;535813.27;245909.99;5039197.79;4955895.09
306;2181050.15;862188.84;857483.44;20290.19;441087.68;6667.88;105952.36;415.35;28500.28;109891.15;414719.15;3032918.21;2847196.32
108;2099407.27;1007652.96;855586.69;53407.03;182760.59;1991.2;547721.25;503653.87;366803.38;392415.07;348116.78;4365347.59;4260108.82
704;2253307.71;1021413.36;903228.61;55180.78;273484.96;31384.85;564597;5636.72;122679.34;434534.44;165608.12;3799782.64;3577748.18
705;6329048.22;3959826.62;1212625.46;737238.15;419357.99;1000000;80876.17;828.7;130746.93;227344.13;2231325.27;8934390.93;10000169.42
307;3470497.68;1657645.81;1266111.95;61782.16;484957.76;35522;252375.86;103698.33;688371.01;188127.67;1706529.81;6480136.26;6445122.36
805;4320677.11;3034741.54;630970.85;122967.22;531997.5;13560.33;242406.26;0;94199.32;107268.04;944245.5;5445036.09;5722356.56
1303;5631692.34;2417821.82;2098102.55;28341.77;1087426.2;75250;2261582.78;527160.74;275177.97;465267.92;288976.31;9589129.71;9525108.06
208;1681048.2;1050635.81;408040.4;35067.32;187304.67;0;149074.89;0;0;78635.18;247965.94;2295670.78;2156724.21
1411;1180723.43;533695.5;550176.89;26931.19;69919.85;10000;273006.89;114453.57;70290.01;72820.62;68427.85;1952453.58;1789722.37
605;3733245.42;2015628.84;753949.87;763077.44;200589.27;8060.79;283567.36;0;2140.2;24845.64;759057.25;5596745.77;4810916.66
904;1321456.26;461153.16;415475.84;20959.09;423868.17;32876.98;572996.98;43665.51;0;38001.25;237088.55;2377561.21;2246085.53
1008;1183348.4;606589.41;401288.19;104084.48;71386.32;33617.61;10211.03;0;26618.42;65077.72;174450.98;1600368.87;1493324.16
905;1085106.04;351338.19;411551.9;303444.03;18771.92;0;25474.55;0;21884.3;49262.12;1476;1212813.03;1183203.01
404;1204999.77;629961.4;342943.55;87181.87;144912.95;12933.33;7663.81;0;280894.44;470811.18;248478.09;2333037.07;2225780.62
1208;763340.41;362938.46;307581.84;16090.82;76729.29;20250;35903.78;0;1915.26;98061.12;80972.89;1095377.78;1000443.46
3103;12443588.33;8485027;2959750.64;412085.25;586725.44;246852.62;391916.02;694975.86;1640193.07;731227.9;1193612.68;18292035.19;17342366.48
504;3066738.15;1219761.54;1385345.77;269265.95;192364.89;98779.31;71393.86;270001.3;693435.4;489574.39;2179920.23;7664093.23;6869842.64
1209;779081.75;440697.65;239776.23;14526.59;84081.28;0;4036.25;186.04;256485.17;95543.46;106645.19;1550428.62;1241977.86
606;1200037.93;653172.88;420622.06;31184.81;95058.18;0;208882.52;2721.08;94404.77;47495.1;231158.09;1759649.31;1784699.49
1412;1145207.6;485821.85;549445.99;8012.08;101927.68;0;134013.05;25723.9;95993.89;208459.34;146160.47;1728071.13;1755558.25
1304;11270206.55;5677147;4091374.17;182711.74;1318973.64;318852.95;1319311.5;65429.15;400728.1;79242.39;2162767.11;15454405.92;15616537.75
906;1205684.91;601636.73;435472.89;44055.2;124520.09;178376.94;979.09;146028.34;395843.28;278027.23;334327.53;2622806.88;2539267.32
1505;3250184.12;1857123.91;952102.54;67354.08;373603.59;69544.68;159634.39;28789.11;181888.14;428835.17;144475.05;3606251.25;4263350.66
907;4569923.31;2094791.39;1355574.52;347918.48;771638.92;29385.52;114322.15;5782.41;511450.39;212927.75;1903647.15;7354629.74;7347438.68
308;12224183.95;5390138.58;4026679.02;599164.43;2208201.92;105350;444326.62;0;270653.64;1666857.25;2289633.08;16391149.82;17001004.54
4701;1334723.64;705969.64;419811.25;37836.45;171106.3;0;0;0;312603.96;81119.81;235838.03;2219559.84;1964285.44
505;2135315.14;965715.66;904895.63;2278.59;262425.26;0;115440.32;48267.51;138441.56;374314.62;186070.8;3932284.78;2997849.95
110;3085480.46;1547865.82;1321537.44;95451.33;120625.87;59732.11;174605.93;108761.46;606362.45;758341.73;544050.7;5316671.98;5337334.84
806;3969788.76;1454795.53;2051822.31;31192.46;431978.46;0;34536.53;0;14451.94;108505.67;178255.28;4888263.38;4305538.18
4201;1290681.37;518049.12;393270.41;39826.09;339535.75;0;28395.59;76029.1;171664.13;51288.32;1415401.73;3216281.3;3033460.24
807;5289948.3;2540172.89;1580406.69;229862.21;939506.51;26677.37;67343.87;196766.32;150579.65;157179.99;266595.07;5989280.42;6155090.57
4801;450736.61;203374.6;198008.5;7067.84;42285.67;0;88940.96;5360.06;92196.17;132715.96;61436.8;792674.85;831386.56
4601;707332.61;287351.12;250786.51;62504.14;106690.84;0;64649.33;0;0;5282.65;318986.56;1188100.73;1096251.15
1805;2702779.98;936291.44;1236008.4;122069.19;408410.95;3976;796305.37;106410.39;1164352.54;183575.44;1306174.49;6152546.77;6263574.21
1009;10330830.94;2650970.7;4315400.79;228298.07;3136161.38;0;571798.61;21393.13;334881.07;417771.51;1864242.15;13163426.04;13540917.41
1106;70381944.68;49957108.85;9332417.11;1567349.94;9525068.78;514166.41;1104052.04;280177.83;1550344.3;2033967.39;12582984.74;80424400.37;88447637.39
808;11224220.17;6109362.94;3816278.48;252553.26;1046025.49;70870.93;657743.91;1008974.17;1550691.69;649686.21;1640668.08;16144346.64;16802855.16
1107;16396775.5;8163846.39;4627674.26;281786.5;3323468.35;0;422684.36;0;253132.16;54971.79;1641750;18275843.94;18769313.81
1108;3507144.6;1289056.44;1595851.69;191967.36;430269.11;2029.5;718118.08;40837.38;126521.57;227296.55;220800.4;4819737.72;4842748.08
607;1786754.36;983326.06;634382.93;28403.49;140641.88;12831.86;548871.77;24123.04;213739.44;146238.77;112718.02;2847814.65;2845277.26
1305;4506612.92;2361712.6;1507051.89;83828.1;554020.33;0;177784.88;159527.62;1496240.69;121727.88;329228.04;6759631.4;6791122.03
1413;1606135.01;677489.17;764570.04;15035.91;149039.89;0;116833.4;39244.94;137716.24;102412.39;52215.75;1994550.41;2054557.73
405;3145464.41;1101811.34;1415739.75;93154.35;534758.97;75984.22;83240.65;140304.76;243880.16;358516.9;573495.91;4627043.52;4620887.01
3104;1304789.1;764729.87;377343.01;93126.53;69589.69;0;1324.63;33735.4;258246.74;113285.01;278387.17;2256489.51;1989768.05
4602;891278.95;400752.96;260887.15;19941.03;209697.81;0;48599.28;14230.94;100481;67744.01;122005.53;1271469.12;1244339.71
1109;8238288.84;3191478.48;4081894.1;39510.07;925406.19;22804;334676.42;56041.14;301523.69;237074.32;238754.52;8395278.82;9429162.93
1306;8667124.96;4172396.26;3034479.93;66130.86;1394117.91;627426.19;116528.09;14641.78;789039.59;279069.72;634416.21;9855505.97;11128246.54
1806;2092378.15;1012698.14;954560.22;48897.28;76222.51;17406.49;205617.44;115573.02;391817.5;148908.31;209638.44;3357225.47;3181339.35
908;617540.62;304499.97;253158.4;9477.56;50404.69;88.51;114.07;3586.34;289574.9;270211.96;158630.11;1339403.04;1339746.51
1307;4391533.37;1573862.86;2045592.54;165241.77;606836.2;322.01;231754.41;0;112571.23;25287.48;527265.08;5690466.97;5288733.58
1010;2116888.28;1095877.96;703679.2;21319.17;296011.95;0;355766.5;64905.3;352996.43;63170.86;179303.68;3479667.08;3133031.05
1210;653800.32;378428.89;215808.15;8212.27;51351.01;6418.68;71018.31;6002.4;3797.36;59287.87;25892.91;1267421.36;826217.85
1308;13752410.35;7113276.5;4332950.04;100918.72;2205265.09;293786.39;936470.55;60762;574392.75;5239.34;2839001.63;21080716.13;18462063.01
111;1749647.27;1016252.15;636107.56;4116.13;93171.43;0;92604.81;3433.71;56433.86;13108.44;111520.74;3663990.92;2026748.83
909;2000214.18;568536.79;1017473.81;198332.62;215870.96;0;217757.08;4800.2;126731.08;29658.58;97200;3524814.22;2476361.12
1603;2029910.05;1003386.94;671238.4;159268.81;196015.9;1163.36;525520.37;822703.4;523481.74;84504.86;291043.68;3777615.36;4278327.46
209;2224107.82;1043109.17;746281.83;66078.36;368638.46;20965.32;66453.93;156930.69;346243.79;251069.24;415725.96;3291691.51;3481496.75
1704;1011774.26;426427.66;407181.47;86096.98;92068.15;2547.96;72493.9;4698.2;98383.03;133170.09;121269.24;1569065.14;1444336.68
608;1550531.48;789296.16;665291.25;49614.44;46329.63;0;181310.31;27104.56;61587.29;76263.52;250335.33;2145970.74;2147132.49
609;1273861.43;613627.03;572161.29;24789.52;63283.59;14607.78;301755.31;222492.52;104839.91;193403.6;191760.71;2136866.77;2302721.26
406;1679453.09;889515.93;622555.4;46409.22;120972.54;0;118311.76;46932.59;93181.34;76508.91;93061.7;2061936.54;2107449.39
407;3487632.55;1561401.5;1131347.31;149855.74;645028;5000;217148.76;28072.71;514684.47;304424.32;433368.06;5064996.67;4990330.87
408;1828777.94;552694.68;1106067.82;45499.23;124516.21;1250;133109.5;153626.16;475246.61;231202.61;345666.01;3382804.61;3168878.83
1807;1388550.8;649068.02;550064.44;42935.31;146483.03;39885.23;840068.4;18009.04;75972.07;39650;388436.36;2832048.1;2790571.9
1506;4699595.61;3162225.36;841526.59;52930.3;642913.36;2908.17;93476.81;40881.38;37250.94;720071.63;379800.82;5923847.28;5973985.36
1604;1933041.54;1013085.24;629036.94;52501.39;238417.97;48304.84;331330.44;127818;168171.97;51838.48;635050.61;3637782.77;3295555.88
809;1561844.41;899695.72;501565.34;41765.37;118817.98;0;44341.76;73722.58;201872.96;101475.15;264072.8;2293372.78;2247329.66
1705;1288296.18;615806.05;421995.48;151694.08;98800.57;0;70379.58;15929.21;5197.41;422297.93;116396.16;2010263.18;1918496.47
1211;897253.78;606408.26;212175.09;26630.43;52040;0;73598.21;0;342575.03;9468.89;113914.18;1212942.43;1436810.09
1706;1696474.3;933866.9;510839.51;32204.03;219563.86;125664.25;2408.02;53239.94;216111.59;98762.02;332049.48;3947471.76;2524709.6
706;2646004.64;1438089.97;898233.25;20841.82;288839.6;44442.22;109968.75;40825.19;96768.11;168071.23;238892.01;3527348.23;3344972.15
610;2093705.32;922227.32;766435.51;289241.54;115800.95;145142.81;391408.67;1193802.1;519676.55;58792.44;382488.8;5325674.92;4785016.69
1507;4649394.12;2896581.99;1376687.35;120626.57;255498.21;5082.98;74173.01;17546.86;41108.19;100619.91;991433.89;5964683.67;5879358.96
707;973762.94;515752.7;289251.06;9823.03;158936.15;3625;20952.27;19119.48;394529.44;111308.03;312696.85;1485457.89;1835994.01
1808;1156015.17;559877.93;391679.13;22109.21;182348.9;50796.38;58126.43;35160.93;69912.73;16223.56;53665.23;1921479.48;1439900.43
210;2235278;1255342.19;763737.7;20209.7;195988.41;45916.62;442.8;162496.83;325452.1;889175.24;180614.66;3848347.61;3839376.25
708;624522.88;364642.66;158223.36;17523.93;84132.93;0;0;2158.65;8921;9551.2;85177.44;715807.08;730331.17
1707;1205323.48;518475.89;464207.84;144017.56;78622.19;3208.5;81688.47;0;148029.81;35874.11;285938.92;1581555.69;1760063.29
112;740594.98;352471.63;316429.85;5327.15;66366.35;12255;210886.75;19213.39;162356.43;164496.37;46626.08;1987607.75;1356429
1011;1731132.85;901477.21;422441.15;139293.29;267921.2;0;51109.77;22575.48;33788.87;95037.24;149042.18;2856950.5;2082686.39
1809;1747133.39;944306.18;564010.48;113566.18;125250.55;0;239074.07;4565.63;139673.19;44604.81;81674.89;2277699.45;2256725.98
1212;2002320.69;921584.24;664460.46;87918.6;328357.39;108556.53;1009.2;1179.42;133935.75;118481.8;124240;2497340.5;2489723.39
4202;585627.03;344680.23;130998.21;11270.81;98677.78;18578;51015.1;22517.13;370294.65;48305.32;57066.45;1195496.75;1153403.68
1012;2283310.5;1220698.93;740917.51;83342.14;238351.92;150000;95316.87;34472.3;59331.75;248845.53;338224.5;3140981.11;3209501.45
211;4306142.79;1763091.19;1492466.48;43489.24;1007095.88;50000;26166.55;171304.25;213165.72;306632.41;622300.01;5920719.38;5695711.73
1116;8502565.5;5096549.46;2010718.58;113451.71;1281845.75;6000;20752.64;24241.51;430712.91;102735.23;825873.89;10266439.38;9912881.68
1110;13346525.85;6898054.26;5435877.26;128606.66;883987.67;1860980.35;352813.19;451491;700809.17;279067.88;682096.77;17706222.71;17673784.21
506;1272518.2;452746.41;721186.87;17254.53;81330.39;0;121490.96;10086.48;71509.58;432119.12;211375.89;1980719.03;2119100.23
810;3837215.01;1945113.31;1559997.01;115661.67;216443.02;0;157185.28;26018.38;111506.25;263328.42;257020.25;4676708.81;4652273.59
113;5452043.46;2137438.95;2048568.02;248488.75;1017547.74;361251.77;11219.87;135013.83;95892.81;155444.04;1460311.7;6714156.35;7671177.48
1810;1090636.48;593538.63;407930.61;22701.87;66465.37;52340.2;699678.32;10419.33;658170;113940.95;126208.69;2886539.36;2751393.97
114;2162016.51;1020242.15;839837.07;105657.42;196279.87;158240;841843.1;78122.86;375406.34;31583.85;457870.92;3892136.43;4105083.58
611;1775623.74;864105.6;632144.26;20558.9;258814.98;58605.72;65834.63;101586.09;473479.28;232559.71;275345.25;3043936.17;2983034.42
1421;4522918.24;1521221.61;2537538.11;55597.71;408560.81;249999;251518.33;0;328940.92;225178.51;241952.41;6556250.76;5820507.41
212;1498704.83;919356.86;370506.63;86392.51;122448.83;19471.63;3825.68;14739.89;72278.64;98185.57;486829.35;2126147.66;2194035.59
115;3753482.56;1581379.91;1669025.26;20832.14;482245.25;188466.9;2133773.04;1026600.82;423616.38;162486;420495.27;6710872.05;8108920.97
1309;3827291.35;1905814.01;1128660.85;264123.39;528693.1;0;1240921.96;8448.31;96806.92;154527.17;435194.77;5200077.18;5763190.48
1508;6327320.63;3899364.4;2099722.65;88542.69;239690.89;0;20007.44;125280.48;216957.13;162601.04;131763.86;7003548.18;6983930.58
612;1453600.52;552226.62;763886.04;5238.19;132249.67;42846.6;4497.84;20122.48;461221.92;182848.01;82242.91;2155696.83;2247380.28
1310;6841648.07;3037930.3;3027306.98;275506.75;500904.04;182469.33;2125128.67;18000;699333.36;736511.38;1093103.34;10292135.44;11696194.15
1605;1393586.21;647277.91;633961.85;21992.33;90354.12;0;417526.66;747489.91;125582.62;368736.05;162421.47;3343837.84;3215342.92
1013;728387.35;377665.64;271680.24;19146.75;59894.72;28691.5;228809.95;0;24963.23;202050.37;49645.94;1295817.03;1262548.34
613;1541803.29;592995.47;836590.97;10485.63;101731.22;0;182520.97;186055;162160.86;163666.2;199407.94;2383114.46;2435614.26
1311;4711660.23;2311869.76;1615469.25;136944.03;647377.19;406591.42;1641272.53;243555.8;401082.9;950409;653344.76;8904217.16;9007916.64
1811;940285.23;445682.26;388241.31;2184.39;104177.27;1270.86;13926.77;4632.11;37810.54;35417.46;199000.21;2082036.09;1232343.18
507;1127192.6;443007.06;521016.66;50354.41;112814.47;23256;243592.49;46508.23;155322.04;321314.28;262355.79;2351728.61;2179541.43
1812;750244.98;339364.88;368833.35;0;42046.75;0;123673.91;39410;34111.81;108517.9;112171.61;1180239.18;1168130.21
614;952664.02;461260.42;323670.57;27614.8;140118.23;0;351228.09;25779.68;300959.39;50032.47;98226.64;1854016.99;1778890.29
1014;2747382.84;1423319.26;1021160.88;23424.39;279478.31;0;289971.84;14235.01;81465.73;499614.29;325573.59;3366361.15;3958243.3
1708;2044082.51;1001481.4;709907.21;73211.81;259482.09;25694.74;73473.89;142153.6;317553.46;135085.46;145242.88;3052308.14;2883286.54
